University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Komatsu Toyozo,45,980,112,255,239,123,51.4644351464435,0,0,18,9,11,7,247,67,180,33,275,147,53.4545454545455, -1.08888888888889
Lvieknim Aeridaniok,48,1369,456,731,592,299,50.5067567567568,186,53,3,2,37,16,254,73,181,86,612,290,47.3856209150327, 1.875
Uozumi Tomoyuki,9,128,27,34,42,17,40.4761904761905,0,0,2,0,5,3,16,5,11,4,49,29,59.1836734693878, -0.555555555555556
Sugimoto Ton,13,228,40,70,73,32,43.8356164383562,13,3,4,2,6,0,29,7,22,1,98,47,47.9591836734694, 0.153846153846154
Métro Hakuseki,42,881,205,431,391,171,43.7340153452685,158,46,7,6,19,14,123,34,89,21,410,195,47.5609756097561, 7.33333333333333
Nagasawa Ieyoshi,3,50,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0, 1
Uozumi Sanraku,42,646,72,350,323,144,44.5820433436532,104,33,2,2,26,3,124,22,102,39,295,154,52.2033898305085, 0.452380952380952
Hayato Juzaburo,32,477,104,255,209,100,47.8468899521531,71,19,5,5,16,14,67,13,54,32,137,57,41.6058394160584, 1.84375
Usagi Kohei,1,10,2,9,5,3,60,1,0,0,0,0,0,3,0,3,1,2,1,50, -1
Wakuni Sadaharu,44,1111,584,620,532,307,57.7067669172932,6,2,6,4,35,9,144,34,110,32,511,224,43.8356164383562, 10.3181818181818
University of Western University players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Suzuki Miyoko,128,5834,27,95,94,38,40.4255319148936,33,6,0,0,16,5,1155,280,875,10,194,103,53.0927835051546, 0.09375
Okumura Takakazu,51,1598,288,664,675,322,47.7037037037037,0,0,30,20,53,24,478,128,350,84,592,301,50.8445945945946, -0.294117647058824
Alve Toshiyuki,64,2717,905,1151,1102,520,47.1869328493648,160,37,39,30,79,34,332,82,250,111,1090,532,48.8073394495413, -0.859375
Hayato Miyoko,36,1475,99,815,705,346,49.0780141843972,248,69,0,0,46,18,164,30,134,43,666,334,50.1501501501502, -0.722222222222222
Yagi Yuji,100,3625,751,1698,1436,688,47.9108635097493,541,158,11,8,82,46,424,96,328,37,1618,794,49.0729295426452, 0.36
Jojen Yoshifumi,6,55,0,0,0,0,0,0,0,0,0,0,0,17,2,15,0,0,0,0, -0.166666666666667
Murata Takakazu,68,1942,266,532,542,250,46.1254612546125,0,0,60,32,55,15,439,116,323,73,856,435,50.8177570093458, -0.411764705882353
Rael Matsuta,11,80,6,30,32,14,43.75,0,0,2,2,2,2,6,4,2,9,47,19,40.4255319148936, -0.545454545454545
Onishi Senichi,43,1212,119,719,639,297,46.4788732394366,217,67,6,3,32,17,129,28,101,43,527,267,50.6641366223909, 0.883720930232558
Nomura Inejiro,10,145,40,73,69,30,43.4782608695652,34,11,0,0,5,2,24,10,14,0,65,30,46.1538461538462, 2.4
Handa Yasuoka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Kajiki Inejiro,23,307,66,142,122,70,57.3770491803279,0,0,2,2,6,6,43,11,32,26,126,59,46.8253968253968, 2.17391304347826
Yada Shusui,36,650,96,316,285,133,46.6666666666667,100,22,2,1,15,11,70,18,52,34,264,126,47.7272727272727, 1.36111111111111
Miyoshi Ethanthovok,47,1698,181,1019,804,509,63.3084577114428,3,1,0,0,63,26,178,51,127,56,748,347,46.3903743315508, 0.808510638297872
Handa Yasushi,56,2029,322,837,712,382,53.6516853932584,92,29,18,10,58,31,288,74,214,62,693,296,42.7128427128427, -0.946428571428571
University of Vikasa players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Bingarra,96,4616,0,2,1,1,100,0,0,0,0,2,4,1220,214,1006,4,83,43,51.8072289156626, -12.5520833333333
Charrat,64,1288,82,209,266,95,35.7142857142857,0,0,34,19,106,13,226,52,174,28,507,279,55.0295857988166, -6.390625
Nyning,67,2970,283,893,853,319,37.3974208675264,406,105,67,39,168,28,346,87,259,49,1298,719,55.3929121725732, -15.8358208955224
Billingulbut,94,3510,285,997,1042,494,47.4088291746641,0,0,18,9,208,36,392,93,299,107,1503,767,51.0312707917498, -11.6276595744681
Cocogo,128,5970,776,3827,3309,1506,45.5122393472348,1186,355,142,90,346,73,805,183,622,84,2424,1232,50.8250825082508, -10.7734375
Bingarra,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0, 3
Belangana,76,2186,143,514,470,256,54.468085106383,0,0,4,2,138,18,369,74,295,53,946,519,54.8625792811839, -6.69736842105263
Jumpe,3,63,4,13,17,4,23.5294117647059,0,0,10,5,8,0,4,0,4,6,23,14,60.8695652173913, -11
Yembeane,4,59,5,45,32,20,62.5,1,0,0,0,5,0,7,1,6,2,16,12,75, -0.25
Juuderbiddil,2,38,10,26,24,11,45.8333333333333,5,0,0,0,1,0,6,1,5,0,9,6,66.6666666666667, 2.5
Mungymia,33,1539,0,0,0,0,0,0,0,0,0,1,0,480,95,385,0,2,0,0, -4.54545454545455
Pranga,20,433,24,141,209,67,32.0574162679426,0,0,14,7,28,2,158,37,121,20,186,107,57.5268817204301, -8.45
Wiberoo,7,123,17,72,63,28,44.4444444444444,17,4,6,6,5,1,11,2,9,8,56,29,51.7857142857143, 2
Winnlip,4,47,9,33,28,13,46.4285714285714,8,0,0,0,4,1,3,1,2,2,19,10,52.6315789473684, -1.75
Mornay,2,42,10,36,32,13,40.625,11,0,2,2,0,0,5,0,5,3,15,4,26.6666666666667, -8
University of Akarine players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Midger,64,1684,4,74,60,36,60,0,0,2,2,6,0,494,147,347,5,72,44,61.1111111111111, 3
Bunyan,102,3280,181,996,992,481,48.4879032258064,0,0,66,34,177,49,630,165,465,170,1515,776,51.2211221122112, -6.08823529411765
Belangana,87,3057,363,1659,1483,670,45.1786918408631,535,149,25,14,137,44,354,75,279,136,1164,546,46.9072164948454, -1.79310344827586
Mungymia,96,4176,827,2020,1994,1005,50.4012036108325,0,0,18,10,172,44,506,119,387,77,2160,1165,53.9351851851852, -7.08333333333333
Yadingallie,33,1543,462,864,685,347,50.6569343065693,241,90,2,1,52,23,183,41,142,21,739,381,51.5561569688769, 3.96969696969697
Juuderbiddil,9,154,0,0,0,0,0,0,0,0,0,0,0,39,8,31,0,0,0,0, -2.44444444444444
Winnlip,28,571,74,294,244,124,50.8196721311475,84,26,1,1,11,9,95,19,76,35,216,107,49.537037037037, 1.39285714285714
Warnup,42,1017,113,359,426,171,40.1408450704225,3,1,30,16,48,15,128,21,107,15,518,296,57.1428571428571, -7.92857142857143
Juuderbiddil,42,1578,164,1032,860,421,48.953488372093,262,90,10,6,64,14,168,41,127,44,713,386,54.1374474053296, 0
Pranga,35,1300,548,450,464,221,47.6293103448276,0,0,16,8,54,67,194,48,146,51,432,154,35.6481481481481, -4.71428571428571
Jurorarra,8,123,0,0,0,0,0,0,0,0,0,0,0,34,4,30,0,0,0,0, -4.875
Jaroweer,18,310,37,186,156,93,59.6153846153846,0,0,0,0,9,5,58,16,42,19,104,39,37.5, 4.88888888888889
Gnuger,17,280,39,157,134,77,57.4626865671642,0,0,4,3,7,6,29,9,20,19,132,45,34.0909090909091, 3.17647058823529
Mungagee,18,334,70,218,178,91,51.123595505618,59,27,2,2,15,7,51,7,44,19,124,50,40.3225806451613, 4.16666666666667
Windella,12,265,74,149,121,59,48.7603305785124,52,16,4,3,8,8,44,11,33,6,101,49,48.5148514851485, 1.83333333333333
University of Ciulo players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Tungabiddy,64,1972,6,42,35,21,60,0,0,0,0,2,1,413,101,312,2,32,16,50, -2.4375
Chichong,64,2521,433,1306,1131,652,57.6480990274094,0,0,8,2,90,27,588,163,425,87,1172,626,53.4129692832764, -3.171875
Mungagee,50,1440,85,775,735,320,43.5374149659864,255,62,11,4,80,16,180,46,134,58,591,260,43.9932318104907, -1.62
Nyning,78,3185,1089,1945,1680,971,57.797619047619,0,0,4,3,91,49,359,98,261,88,1461,777,53.1827515400411, -5.73076923076923
Warnup,64,3006,369,952,841,412,48.9892984542212,208,50,28,12,108,41,323,65,258,47,1441,744,51.6308119361555, -4.328125
Wiberoo,32,941,0,0,0,0,0,0,0,0,0,1,0,237,55,182,0,2,1,50, -3.625
Tungabiddy,49,1423,161,462,528,222,42.0454545454545,0,0,34,18,73,17,390,105,285,87,559,262,46.8694096601073, -4.36734693877551
Chichong,36,692,241,315,354,141,39.8305084745763,0,0,62,33,19,38,133,33,100,51,229,93,40.6113537117904, -2.30555555555556
Yondoora,27,466,47,344,260,143,55,78,31,0,0,42,1,71,12,59,20,215,101,46.9767441860465, -1.2962962962963
Yadingallie,54,1857,556,1174,939,481,51.2247071352503,353,121,8,3,76,21,251,76,175,41,749,375,50.0667556742323, -4.12962962962963
Yembeane,63,1981,0,0,0,0,0,0,0,0,0,0,0,435,89,346,0,6,4,66.6666666666667, -3.6031746031746
Warnup,8,216,11,51,70,25,35.7142857142857,0,0,2,1,15,3,45,9,36,13,103,54,52.4271844660194, -5.625
Yembeane,9,184,15,21,33,10,30.3030303030303,0,0,4,1,11,3,21,4,17,7,81,40,49.3827160493827, -9.88888888888889
Jaroweer,7,73,13,42,41,21,51.219512195122,0,0,0,0,2,0,12,3,9,5,35,17,48.5714285714286, 2.14285714285714
Jaroweer,3,51,13,21,22,10,45.4545454545455,5,1,0,0,3,0,6,4,2,3,30,11,36.6666666666667, -0.666666666666667
University of Yoka Tse players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Mungagee,33,1229,0,6,4,3,75,0,0,0,0,1,0,228,62,166,5,28,18,64.2857142857143, 5
Namia,103,2979,413,1500,1329,626,47.1030850263356,421,115,8,6,100,33,686,160,526,109,1382,752,54.4138929088278, 3.11650485436893
Puttyyearra,36,837,147,250,232,121,52.1551724137931,0,0,18,8,16,40,76,19,57,59,316,127,40.1898734177215, 1.77777777777778
Waltoko,64,1553,135,844,768,358,46.6145833333333,256,67,2,2,46,21,177,36,141,49,755,411,54.4370860927152, 2.96875
Winnlip,34,1108,466,635,514,269,52.3346303501946,181,62,0,0,23,11,176,39,137,47,467,199,42.6124197002141, 6.67647058823529
Jumpe,11,144,0,0,0,0,0,0,0,0,0,0,0,36,7,29,1,3,1,33.3333333333333, 5.18181818181818
Bunyan,57,1183,286,579,506,289,57.1146245059289,0,0,2,1,41,22,218,66,152,90,432,186,43.0555555555556, 4.47368421052632
Namia,36,813,142,343,299,168,56.1872909698997,4,0,9,2,21,19,94,15,79,49,279,144,51.6129032258064, 5.61111111111111
Namia,44,793,159,467,339,194,57.2271386430678,115,49,0,0,15,12,74,21,53,57,407,202,49.6314496314496, 2.95454545454545
Mungagee,6,34,6,22,16,9,56.25,6,3,0,0,2,0,5,1,4,2,20,12,60, -1.66666666666667
Yombeen,95,2985,10,66,61,33,54.0983606557377,0,0,0,0,6,2,828,203,625,10,91,45,49.4505494505495, 3.56842105263158
Windella,64,910,99,524,453,221,48.7858719646799,157,43,0,0,20,13,179,47,132,60,398,199,50, 2.15625
Bingarra,5,23,6,12,7,5,71.4285714285714,0,0,0,0,1,0,2,1,1,2,17,9,52.9411764705882, 4.6
Jurorarra,32,770,102,426,341,180,52.7859237536657,98,36,0,0,22,11,80,23,57,17,387,212,54.7803617571059, 4.28125
Charrat,27,421,60,168,151,84,55.6291390728477,2,0,0,0,8,8,45,7,38,11,182,74,40.6593406593407, 2.40740740740741
University of Protopolis players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
ilu,65,2585,251,2,4,0,0,0,0,2,2,1,2,951,193,758,4,32,17,53.125, -1.81538461538462
pot,67,2902,228,500,579,243,41.9689119170984,0,0,36,14,105,30,591,138,453,68,1352,749,55.3994082840237, -1.07462686567164
roe,42,1380,259,929,797,386,48.4316185696361,287,91,3,3,41,23,184,44,140,89,523,213,40.7265774378585, 3.07142857142857
kaf,65,2301,302,1646,1447,666,46.0262612301313,519,171,16,14,88,25,284,55,229,26,1001,545,54.4455544455544, -2.33846153846154
lu,64,3007,343,1357,1210,538,44.4628099173554,533,163,29,15,109,40,404,78,326,52,1253,642,51.2370311252993, -0.515625
ilo,43,1780,31,0,0,0,0,0,0,0,0,4,0,675,182,493,0,0,0,0, 6.27906976744186
noe,39,1376,223,604,548,244,44.5255474452555,220,71,4,3,44,16,261,62,199,77,488,237,48.5655737704918, 4.76923076923077
ilu,18,153,21,68,75,34,45.3333333333333,0,0,0,0,8,1,20,9,11,14,76,31,40.7894736842105, 1.94444444444444
app,55,1966,297,1112,960,556,57.9166666666667,0,0,4,0,50,25,207,45,162,38,937,493,52.6147278548559, 4.43636363636364
ilu,2,45,13,36,31,15,48.3870967741936,9,0,1,1,2,1,8,1,7,1,18,9,50, 7.5
fu,11,229,0,0,0,0,0,0,0,0,0,0,0,49,13,36,0,0,0,0, 1.45454545454545
ilo,19,332,76,129,144,60,41.6666666666667,0,0,14,9,9,2,71,12,59,18,122,55,45.0819672131148, 2.84210526315789
kaf,12,244,38,181,162,73,45.0617283950617,61,26,0,0,8,2,40,6,34,19,81,31,38.2716049382716, 9
lu,16,321,236,283,206,119,57.7669902912621,64,25,0,0,6,1,49,12,37,10,180,92,51.1111111111111, 5.25
pot,1,5,0,6,3,2,66.6666666666667,1,0,0,0,1,0,2,0,2,0,1,1,100, -4
University of Biodry players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
kaf,96,4370,0,0,0,0,0,0,0,0,0,1,0,893,191,702,2,15,7,46.6666666666667, 5.55208333333333
fu,35,541,50,243,219,94,42.9223744292237,82,27,2,1,9,7,146,31,115,29,173,92,53.1791907514451, 0.714285714285714
lu,84,3293,395,1419,1205,555,46.0580912863071,493,143,18,8,79,41,341,73,268,68,1590,836,52.5786163522013, 2.42857142857143
pot,40,1629,384,1000,810,438,54.0740740740741,203,55,2,1,44,22,179,44,135,41,699,357,51.0729613733906, 5.075
ilu,32,1250,220,627,478,237,49.581589958159,177,66,18,9,42,12,148,44,104,23,592,279,47.1283783783784, 3.375
lu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
ilu,92,3378,608,1311,1226,641,52.2838499184339,17,8,38,19,104,39,818,198,620,143,1255,620,49.402390438247, 4.78260869565217
ilo,5,102,24,46,45,20,44.4444444444444,14,2,0,0,5,1,9,0,9,12,66,36,54.5454545454545, -6.4
roe,4,51,12,39,25,17,68,6,3,0,0,3,1,3,1,2,2,24,13,54.1666666666667, 1.5
noe,71,3070,458,1606,1333,645,48.3870967741936,468,131,13,6,78,40,368,103,265,46,1254,621,49.5215311004785, 5.02816901408451
kaf,12,222,10,0,0,0,0,0,0,0,0,1,0,86,20,66,0,0,0,0, 3.91666666666667
roe,28,593,211,378,283,189,66.7844522968198,0,0,0,0,15,10,195,49,146,26,225,105,46.6666666666667, 1.96428571428571
ilo,4,70,12,26,23,13,56.5217391304348,0,0,0,0,1,1,5,2,3,9,42,17,40.4761904761905, 6.25
kaf,4,44,1,13,13,6,46.1538461538462,3,0,0,0,1,2,3,1,2,4,29,17,58.6206896551724, 3.75
lu,14,267,60,204,139,82,58.9928057553957,49,17,0,0,6,5,24,9,15,16,104,46,44.2307692307692, 7.42857142857143
University of Forssa players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
noe,68,1567,0,0,0,0,0,0,0,0,0,2,0,483,124,359,4,23,7,30.4347826086957, -6.48529411764706
ilu,33,1385,167,550,577,272,47.1403812824957,0,0,10,6,54,19,249,60,189,55,562,302,53.7366548042705, -13.3333333333333
app,104,3968,450,1706,1884,819,43.4713375796178,0,0,122,68,167,51,498,101,397,220,1646,738,44.8359659781288, -7.83653846153846
kaf,99,4501,244,973,1061,478,45.0518378887842,0,0,42,17,228,59,524,98,426,78,2050,1080,52.6829268292683, -7.97979797979798
kaf,96,4402,1284,2383,2144,972,45.3358208955224,827,201,8,5,175,53,500,137,363,87,1652,805,48.728813559322, -7.45833333333333
lu,65,454,0,0,0,0,0,0,0,0,0,1,0,99,28,71,0,4,1,25, -0.723076923076923
kaf,7,138,37,91,78,37,47.4358974358974,18,2,5,4,8,1,29,7,22,7,57,37,64.9122807017544, -0.428571428571429
fu,5,80,10,45,38,22,57.8947368421053,0,0,2,1,5,1,11,4,7,5,44,16,36.3636363636364, 2.8
roe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
pot,5,63,11,32,29,15,51.7241379310345,3,2,0,0,5,2,8,2,6,2,20,8,40, -4
ilo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
ilu,1,26,2,0,2,0,0,0,0,0,0,3,1,3,2,1,0,9,4,44.4444444444444, 1
roe,1,1,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0, 5
kaf,1,6,2,2,2,1,50,0,0,0,0,0,1,1,0,1,0,2,0,0, 2
lu,7,101,25,46,34,21,61.7647058823529,5,2,0,0,5,3,7,2,5,1,23,8,34.7826086956522, -0.714285714285714
University of Starrie players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
ilo,96,4375,1,3,5,1,20,0,0,2,1,3,3,1374,347,1027,6,36,11,30.5555555555556, 5.0625
lu,80,1778,329,1056,904,528,58.4070796460177,0,0,0,0,51,48,336,101,235,113,568,226,39.7887323943662, 2.425
app,39,1518,125,702,626,282,45.0479233226837,227,58,22,15,57,17,176,36,140,35,849,436,51.3545347467609, 1.17948717948718
app,64,2967,697,1242,1096,611,55.7481751824818,0,0,40,20,88,37,341,88,253,67,1660,896,53.9759036144578, 4.78125
ilu,39,950,345,516,453,208,45.916114790287,174,47,5,3,24,13,124,31,93,27,335,142,42.3880597014925, 2.87179487179487
fu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
kaf,68,1552,286,900,829,424,51.145958986731,0,0,60,52,53,27,382,89,293,119,579,253,43.6960276338515, 3.72058823529412
lu,40,1327,313,981,783,407,51.9795657726692,244,83,13,7,48,126,186,50,136,79,431,175,40.6032482598608, 6.45
roe,13,209,34,112,95,49,51.5789473684211,32,10,0,0,4,1,22,3,19,7,133,67,50.3759398496241, -0.923076923076923
noe,28,730,375,322,294,157,53.4013605442177,0,0,10,8,16,10,99,26,73,22,345,172,49.8550724637681, 5
fu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
noe,25,506,68,266,264,129,48.8636363636364,0,0,18,8,16,6,107,25,82,36,193,91,47.1502590673575, 0.24
noe,22,394,77,218,209,109,52.1531100478469,0,0,0,0,11,14,65,18,47,28,187,82,43.8502673796791, 5.36363636363636
ilu,43,1331,364,816,658,336,51.063829787234,240,77,0,0,35,16,153,44,109,56,474,221,46.6244725738397, 5.34883720930233
pot,16,266,56,146,115,54,46.9565217391304,41,12,9,5,12,0,33,8,25,8,114,49,42.9824561403509, 0.5
University of Vatallus players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
app,66,2548,15,84,82,39,47.5609756097561,0,0,10,6,15,7,646,148,498,4,115,65,56.5217391304348, -4.71212121212121
fu,32,1442,235,637,589,310,52.6315789473684,0,0,28,17,50,13,262,63,199,46,608,346,56.9078947368421, -8.75
kaf,32,666,43,266,238,103,43.2773109243698,91,21,6,2,24,10,72,16,56,12,314,162,51.5923566878981, -2.6875
ilo,64,1656,523,1002,864,463,53.587962962963,138,42,5,4,51,17,230,69,161,76,721,346,47.9889042995839, -1.75
ilu,64,1838,293,703,643,350,54.4323483670295,0,0,6,3,68,28,220,59,161,39,765,372,48.6274509803922, -2.1875
ilu,63,1940,1,12,10,6,60,0,0,0,0,2,0,485,130,355,1,11,7,63.6363636363636, -1.84126984126984
roe,32,452,48,178,184,88,47.8260869565217,0,0,4,2,14,4,80,21,59,31,221,100,45.2488687782805, -0.28125
ilu,52,1258,77,286,296,138,46.6216216216216,0,0,26,10,59,18,154,37,117,33,642,332,51.7133956386293, -5.57692307692308
ilo,34,696,92,472,406,193,47.5369458128079,139,42,4,4,18,5,72,12,60,19,314,159,50.6369426751592, -3.64705882352941
fu,16,327,37,188,164,74,45.1219512195122,52,5,5,2,9,9,39,9,30,2,142,65,45.7746478873239, -0.75
ilu,24,507,2,0,0,0,0,0,0,0,0,0,0,125,32,93,0,0,0,0, -5
roe,33,733,92,458,409,229,55.9902200488998,0,0,0,0,25,7,166,52,114,53,373,201,53.887399463807, 1.66666666666667
ilo,20,312,28,133,133,65,48.8721804511278,0,0,4,3,6,2,26,4,22,16,137,66,48.1751824817518, -3.85
kaf,30,702,114,350,297,175,58.9225589225589,0,0,0,0,31,5,79,21,58,14,334,166,49.7005988023952, -5.9
fu,64,2127,973,762,761,356,46.7805519053876,24,8,56,31,78,37,317,79,238,82,719,327,45.4798331015299, -3.671875
University of Pokoj players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
app,70,2964,20,131,128,64,50,0,0,6,3,12,4,795,211,584,20,128,53,41.40625, 5.77142857142857
pot,64,2672,228,1088,997,541,54.2627883650953,0,0,10,6,86,48,491,138,353,100,1327,692,52.147701582517, 5.421875
lu,32,1402,277,676,581,273,46.9879518072289,186,56,8,8,38,29,144,34,110,47,687,331,48.1804949053857, 8.9375
fu,101,4252,805,2263,1860,937,50.3763440860215,677,195,11,5,99,160,553,135,418,163,1585,722,45.5520504731861, 7.24752475247525
roe,36,1466,540,718,646,357,55.2631578947369,0,0,6,4,34,39,149,41,108,62,476,211,44.327731092437, 9.22222222222222
lu,12,201,0,0,0,0,0,0,0,0,0,1,0,41,12,29,0,0,0,0, 0.166666666666667
app,61,1570,246,510,548,248,45.2554744525547,0,0,36,14,55,19,292,50,242,125,573,261,45.5497382198953, 1.78688524590164
noe,5,91,17,40,39,20,51.2820512820513,0,0,0,0,3,8,6,2,4,10,22,7,31.8181818181818, 11.8
noe,11,149,22,92,62,46,74.1935483870968,0,0,0,0,1,2,14,5,9,4,97,49,50.5154639175258, 1
app,3,22,4,13,14,5,35.7142857142857,9,3,0,0,1,0,4,0,4,0,12,7,58.3333333333333, 2
noe,83,3302,6,24,20,12,60,0,0,0,0,3,3,870,231,639,2,24,9,37.5, 5.57831325301205
ilo,7,114,6,54,45,27,60,0,0,0,0,1,2,16,3,13,5,44,18,40.9090909090909, 7.14285714285714
app,4,48,11,18,17,8,47.0588235294118,4,1,0,0,3,0,2,0,2,3,22,12,54.5454545454545, 3
noe,6,49,0,24,17,12,70.5882352941177,0,0,0,0,0,0,1,0,1,1,33,13,39.3939393939394, 0
noe,8,116,9,54,42,27,64.2857142857143,0,0,0,0,2,1,12,2,10,10,48,27,56.25, 3.625
University of Lumein players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
lu,32,1509,0,8,7,4,57.1428571428571,0,0,0,0,2,0,297,55,242,2,21,10,47.6190476190476, -7.25
kaf,36,1331,54,637,550,251,45.6363636363636,227,60,4,2,80,11,225,54,171,49,547,288,52.6508226691042, -6.08333333333333
noe,96,2215,149,1240,1036,489,47.2007722007722,415,122,24,11,133,27,216,57,159,61,999,521,52.1521521521522, -4.39583333333333
ilu,64,1235,112,535,446,230,51.5695067264574,106,34,14,6,76,20,192,43,149,10,555,285,51.3513513513513, -5.28125
kaf,32,1488,252,330,327,148,45.2599388379205,41,10,21,12,61,15,181,37,144,19,648,347,53.5493827160494, -7.0625
ilo,34,248,0,0,0,0,0,0,0,0,0,0,0,53,16,37,1,4,2,50, 0.588235294117647
kaf,102,1572,176,535,629,254,40.3815580286169,0,0,74,27,64,25,262,49,213,72,704,375,53.2670454545455, -1.24509803921569
pot,9,158,36,97,89,43,48.314606741573,26,6,0,0,4,5,22,9,13,14,49,19,38.7755102040816, 3.66666666666667
lu,12,301,191,201,175,83,47.4285714285714,51,12,3,2,7,4,84,18,66,4,128,77,60.15625, 2.66666666666667
fu,74,2947,686,503,506,240,47.4308300395257,18,8,14,7,93,45,371,83,288,55,1399,697,49.8213009292352, -1.66216216216216
roe,2,17,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0, -1.5
ilu,13,204,27,119,105,57,54.2857142857143,0,0,6,5,12,4,33,7,26,14,75,23,30.6666666666667, 1.38461538461538
app,23,454,160,288,241,144,59.7510373443983,0,0,0,0,16,5,65,18,47,35,171,70,40.9356725146199, 0.565217391304348
ilu,12,258,44,94,101,47,46.5346534653465,0,0,4,0,13,4,31,9,22,5,100,59,59, -2.66666666666667
roe,2,36,13,27,17,11,64.7058823529412,7,5,0,0,1,0,2,0,2,6,20,8,40, 2
