University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Winnlip,67,1588,91,520,468,256,54.7008547008547,0,0,16,8,46,17,288,86,202,101,550,241,43.8181818181818, 0.641791044776119
Gnuger,100,2918,118,1111,959,448,46.7153284671533,399,121,5,1,110,43,318,93,225,49,1258,672,53.4181240063593, 0.24
Pranga,65,1310,207,564,471,238,50.5307855626327,128,41,0,0,25,9,156,43,113,48,532,263,49.4360902255639, 1.10769230769231
Pranga,60,1057,183,184,164,91,55.4878048780488,0,0,4,2,30,28,126,36,90,45,261,108,41.3793103448276, 0.0333333333333333
Mungymia,64,730,87,221,254,102,40.1574803149606,0,0,24,17,11,8,191,40,151,25,263,144,54.7528517110266, -1.265625
Bunyan,59,1193,68,369,302,183,60.5960264900662,0,0,6,3,30,5,187,34,153,40,514,264,51.3618677042802, 0.525423728813559
Gnuger,100,2918,118,1111,959,448,46.7153284671533,399,121,5,1,110,43,318,93,225,49,1258,672,53.4181240063593, 0.24
Juuderbiddil,64,1688,79,728,603,305,50.5804311774461,208,61,1,1,52,10,171,44,127,60,758,394,51.9788918205805, 0.15625
Pranga,60,1057,183,184,164,91,55.4878048780488,0,0,4,2,30,28,126,36,90,45,261,108,41.3793103448276, 0.0333333333333333
University of Ciulo players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Pranga,64,1356,121,447,477,219,45.9119496855346,0,0,16,9,36,8,598,140,458,43,461,278,60.3036876355748, -0.984375
Winnlip,128,3013,607,1198,1085,458,42.2119815668203,434,111,52,28,123,46,570,115,455,166,995,470,47.2361809045226, -1.734375
Windella,108,2279,341,1308,1132,529,46.7314487632509,398,114,27,19,106,23,405,87,318,48,868,444,51.1520737327189, -2.43518518518519
Guooka,151,1634,133,1595,1419,669,47.1458773784355,439,125,6,5,90,19,204,41,163,18,735,408,55.5102040816327, 0.503311258278146
Midger,32,567,276,196,191,78,40.8376963350785,69,19,2,1,12,1,71,19,52,19,165,86,52.1212121212121, 0.0625
Pranga,64,1356,121,447,477,219,45.9119496855346,0,0,16,9,36,8,598,140,458,43,461,278,60.3036876355748, -0.984375
Winnlip,128,3013,607,1198,1085,458,42.2119815668203,434,111,52,28,123,46,570,115,455,166,995,470,47.2361809045226, -1.734375
Pranga,96,2894,357,520,537,249,46.3687150837989,0,0,54,22,144,33,324,64,260,25,1254,702,55.9808612440191, -3.32291666666667
Namia,54,767,93,299,270,148,54.8148148148148,0,0,4,3,25,4,109,18,91,18,347,196,56.4841498559078, -1.62962962962963
Gnuger,77,2349,219,1080,943,420,44.5387062566278,382,105,39,19,84,7,292,64,228,36,720,369,51.25, -2.19480519480519
Wiberoo,58,1462,90,142,170,69,40.5882352941176,0,0,8,4,48,16,350,49,301,43,507,277,54.6351084812623, -2.89655172413793
Tungabiddy,63,1148,110,427,391,168,42.9667519181586,137,46,22,9,33,9,233,54,179,56,416,216,51.9230769230769, -2.46031746031746
Pranga,96,2894,357,520,537,249,46.3687150837989,0,0,54,22,144,33,324,64,260,25,1254,702,55.9808612440191, -3.32291666666667
Midger,23,352,25,134,112,60,53.5714285714286,22,5,0,0,16,2,29,3,26,8,156,89,57.0512820512821, -4.52173913043478
Gnuger,77,2349,219,1080,943,420,44.5387062566278,382,105,39,19,84,7,292,64,228,36,720,369,51.25, -2.19480519480519
University of Yoka Tse players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Mornay,160,6724,307,1095,958,547,57.098121085595,0,0,2,1,59,19,1980,500,1480,104,834,450,53.9568345323741, 2.6
Jumpe,64,2124,281,798,726,397,54.6831955922865,0,0,4,4,32,23,370,111,259,120,795,396,49.811320754717, 0.53125
Chichong,91,1623,264,688,560,282,50.3571428571429,190,52,0,0,47,15,174,42,132,33,645,360,55.8139534883721, 0.923076923076923
Mungagee,73,1459,258,1424,1171,711,60.7173356105892,0,0,2,2,57,18,247,50,197,64,598,304,50.8361204013378, -0.712328767123288
Yondoora,107,2806,1185,1275,1097,518,47.2196900638104,364,110,37,29,67,37,338,76,262,47,1257,669,53.2219570405728, 1.52336448598131
Mornay,160,6724,307,1095,958,547,57.098121085595,0,0,2,1,59,19,1980,500,1480,104,834,450,53.9568345323741, 2.6
Jumpe,64,2124,281,798,726,397,54.6831955922865,0,0,4,4,32,23,370,111,259,120,795,396,49.811320754717, 0.53125
Chichong,91,1623,264,688,560,282,50.3571428571429,190,52,0,0,47,15,174,42,132,33,645,360,55.8139534883721, 0.923076923076923
Mungagee,73,1459,258,1424,1171,711,60.7173356105892,0,0,2,2,57,18,247,50,197,64,598,304,50.8361204013378, -0.712328767123288
Benben,64,1478,290,214,209,106,50.7177033492823,0,0,12,2,33,9,191,45,146,45,400,192,48, -1.21875
Yombeen,58,203,14,59,52,29,55.7692307692308,0,0,2,1,4,1,40,11,29,14,71,33,46.4788732394366, 0.413793103448276
Windella,58,712,56,252,229,103,44.9781659388646,86,23,0,0,23,3,117,30,87,23,273,152,55.6776556776557, -1.24137931034483
Tungabiddy,124,2522,351,1005,826,405,49.0314769975787,282,89,30,15,48,15,274,62,212,72,1052,559,53.1368821292776, 3.49193548387097
Mungagee,55,1299,180,564,465,282,60.6451612903226,0,0,0,0,31,13,114,33,81,34,540,286,52.962962962963, -0.781818181818182
Benben,64,1478,290,214,209,106,50.7177033492823,0,0,12,2,33,9,191,45,146,45,400,192,48, -1.21875
University of Protopolis players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
fu,151,5664,291,563,575,270,46.9565217391304,0,0,32,23,61,30,1604,399,1205,137,717,315,43.9330543933054, -0.728476821192053
noe,79,1880,497,1036,900,514,57.1111111111111,0,0,18,8,55,37,787,203,584,138,630,270,42.8571428571429, 3.17721518987342
noe,128,3203,592,1747,1426,754,52.875175315568,367,113,10,6,80,35,353,81,272,113,1408,734,52.1306818181818, 0.359375
ilu,131,4977,876,2903,3015,1424,47.2305140961857,0,0,76,55,180,63,659,145,514,164,2094,1091,52.1012416427889, -1.64885496183206
lu,114,2874,944,1086,951,471,49.5268138801262,214,62,20,9,62,30,348,96,252,70,1038,458,44.1233140655106, 1.23684210526316
fu,151,5664,291,563,575,270,46.9565217391304,0,0,32,23,61,30,1604,399,1205,137,717,315,43.9330543933054, -0.728476821192053
noe,79,1880,497,1036,900,514,57.1111111111111,0,0,18,8,55,37,787,203,584,138,630,270,42.8571428571429, 3.17721518987342
pot,60,1202,56,449,345,182,52.7536231884058,125,40,0,0,28,11,108,23,85,32,488,264,54.0983606557377, 2.13333333333333
lu,64,1029,162,393,354,169,47.7401129943503,110,26,0,0,26,10,109,24,85,23,452,241,53.3185840707965, 1.75
ilo,84,1372,245,646,559,271,48.479427549195,181,40,3,3,26,6,169,40,129,38,500,245,49, 1.36904761904762
ilo,32,199,22,52,61,26,42.6229508196721,0,0,2,0,4,2,49,18,31,6,75,42,56, -0.8125
ilu,67,1479,220,465,405,231,57.037037037037,0,0,6,3,26,10,241,52,189,46,548,280,51.0948905109489, -0.865671641791045
pot,60,1202,56,449,345,182,52.7536231884058,125,40,0,0,28,11,108,23,85,32,488,264,54.0983606557377, 2.13333333333333
lu,64,1029,162,393,354,169,47.7401129943503,110,26,0,0,26,10,109,24,85,23,452,241,53.3185840707965, 1.75
ilo,84,1372,245,646,559,271,48.479427549195,181,40,3,3,26,6,169,40,129,38,500,245,49, 1.36904761904762
University of Biodry players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
pot,32,295,34,144,109,72,66.0550458715596,0,0,0,0,3,5,68,17,51,20,127,69,54.3307086614173, 1.59375
roe,101,3070,360,1385,1254,686,54.7049441786284,0,0,14,13,76,34,626,139,487,178,1102,543,49.2740471869329, 2.1980198019802
pot,83,1520,251,629,536,264,49.2537313432836,183,55,8,7,34,73,166,36,130,117,473,184,38.9006342494715, 3.60240963855422
roe,78,1587,474,1070,875,448,51.2,263,80,2,2,52,22,329,80,249,61,712,358,50.2808988764045, 3.23076923076923
roe,64,1435,584,409,381,169,44.3569553805774,145,39,4,1,22,9,300,78,222,27,443,219,49.4356659142212, 2.578125
lu,71,1870,195,814,783,385,49.1698595146871,0,0,70,44,52,21,548,155,393,95,506,232,45.8498023715415, 2.47887323943662
roe,101,3070,360,1385,1254,686,54.7049441786284,0,0,14,13,76,34,626,139,487,178,1102,543,49.2740471869329, 2.1980198019802
ilo,91,1750,269,637,636,303,47.6415094339623,23,8,26,19,41,13,174,40,134,94,692,327,47.2543352601156, 0.252747252747253
ilo,71,1432,251,587,447,244,54.586129753915,145,53,0,0,31,23,154,39,115,41,612,309,50.4901960784314, 1.83098591549296
roe,64,1435,584,409,381,169,44.3569553805774,145,39,4,1,22,9,300,78,222,27,443,219,49.4356659142212, 2.578125
kaf,64,1021,114,344,339,168,49.5575221238938,0,0,16,8,23,10,254,67,187,71,354,176,49.7175141242938, 1.96875
ilu,106,1801,266,638,633,306,48.3412322274881,0,0,66,26,42,16,414,110,304,124,696,299,42.9597701149425, 2.23584905660377
pot,18,321,56,86,95,41,43.1578947368421,2,0,4,3,6,4,45,13,32,24,120,57,47.5, -1.27777777777778
ilo,99,3224,369,1452,1258,661,52.543720190779,219,51,8,2,83,37,369,96,273,95,1579,828,52.4382520582647, 0.757575757575758
lu,64,1624,167,480,433,195,45.0346420323326,194,59,5,2,37,19,217,51,166,19,592,280,47.2972972972973, 2.359375
University of Forssa players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
lu,64,749,44,288,254,143,56.2992125984252,0,0,4,2,14,6,142,33,109,31,242,135,55.7851239669422, 0.609375
pot,102,2502,536,711,686,345,50.2915451895044,0,0,34,21,63,22,430,97,333,88,977,533,54.5547594677584, -1.38235294117647
app,77,1505,241,933,804,452,56.2189054726368,0,0,32,29,37,13,206,50,156,59,616,325,52.7597402597403, -0.493506493506494
ilo,83,1663,555,1373,1080,598,55.3703703703704,279,85,0,0,54,20,255,53,202,78,713,345,48.3870967741936, 0.36144578313253
app,64,1082,622,324,294,144,48.9795918367347,42,15,10,9,32,8,110,27,83,21,366,167,45.6284153005465, 0.28125
lu,64,749,44,288,254,143,56.2992125984252,0,0,4,2,14,6,142,33,109,31,242,135,55.7851239669422, 0.609375
pot,102,2502,536,711,686,345,50.2915451895044,0,0,34,21,63,22,430,97,333,88,977,533,54.5547594677584, -1.38235294117647
ilo,85,2178,355,1029,857,512,59.7432905484247,0,0,6,5,49,22,244,52,192,40,890,479,53.8202247191011, 0.776470588235294
app,128,4235,419,1964,1713,950,55.4582603619381,88,27,26,17,116,49,452,124,328,109,1870,943,50.427807486631, -1.71875
app,64,1082,622,324,294,144,48.9795918367347,42,15,10,9,32,8,110,27,83,21,366,167,45.6284153005465, 0.28125
noe,128,4649,395,742,629,366,58.18759936407,0,0,26,10,43,25,1409,353,1056,80,867,497,57.3241061130334, -3.96875
roe,67,1427,155,497,409,204,49.8777506112469,137,46,2,2,26,17,233,45,188,56,540,304,56.2962962962963, 0.776119402985075
ilo,85,2178,355,1029,857,512,59.7432905484247,0,0,6,5,49,22,244,52,192,40,890,479,53.8202247191011, 0.776470588235294
app,128,4235,419,1964,1713,950,55.4582603619381,88,27,26,17,116,49,452,124,328,109,1870,943,50.427807486631, -1.71875
lu,132,4930,1376,2308,2052,995,48.4892787524366,608,172,9,6,131,56,591,157,434,95,1875,916,48.8533333333333, -1.81060606060606
University of Starrie players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
roe,64,703,89,260,219,129,58.9041095890411,0,0,2,2,16,7,158,39,119,38,256,126,49.21875, 1.84375
roe,32,762,53,342,266,170,63.9097744360902,0,0,2,2,14,15,249,71,178,19,274,121,44.1605839416058, 5.9375
pot,86,2229,530,1284,1038,639,61.5606936416185,0,0,6,6,46,22,364,99,265,136,810,350,43.2098765432099, 5
ilu,80,1586,281,1355,1032,580,56.2015503875969,312,102,4,4,66,18,175,51,124,59,672,351,52.2321428571429, 4.825
kaf,66,1496,635,527,429,217,50.5827505827506,142,43,3,2,22,13,177,46,131,44,447,219,48.993288590604, 5.53030303030303
roe,64,703,89,260,219,129,58.9041095890411,0,0,2,2,16,7,158,39,119,38,256,126,49.21875, 1.84375
kaf,64,1580,176,553,512,269,52.5390625,0,0,20,15,25,16,287,69,218,79,595,292,49.0756302521008, 5.859375
pot,86,2229,530,1284,1038,639,61.5606936416185,0,0,6,6,46,22,364,99,265,136,810,350,43.2098765432099, 5
ilu,80,1586,281,1355,1032,580,56.2015503875969,312,102,4,4,66,18,175,51,124,59,672,351,52.2321428571429, 4.825
roe,64,1632,283,705,569,299,52.5483304042179,174,48,0,0,40,13,207,62,145,26,514,262,50.9727626459144, 5.609375
noe,128,4772,230,681,627,334,53.2695374800638,0,0,24,13,44,149,1351,368,983,146,535,204,38.1308411214953, 5.390625
kaf,64,1580,176,553,512,269,52.5390625,0,0,20,15,25,16,287,69,218,79,595,292,49.0756302521008, 5.859375
ilu,109,3009,566,1369,1221,619,50.6961506961507,250,54,9,3,73,29,431,110,321,126,1247,593,47.5541299117883, 1.46788990825688
roe,38,862,45,360,273,153,56.043956043956,82,29,0,0,18,5,82,20,62,18,383,207,54.0469973890339, 4.23684210526316
roe,64,1632,283,705,569,299,52.5483304042179,174,48,0,0,40,13,207,62,145,26,514,262,50.9727626459144, 5.609375
University of Vatallus players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
ilo,64,1826,76,762,672,380,56.547619047619,0,0,10,2,52,13,714,177,537,83,638,342,53.6050156739812, -0.328125
noe,32,904,144,236,241,114,47.3029045643153,0,0,24,8,22,3,184,46,138,34,333,185,55.5555555555556, -2.34375
roe,83,2024,212,1008,825,423,51.2727272727273,238,74,12,11,42,19,232,53,179,89,802,418,52.1197007481297, -0.240963855421687
kaf,32,899,79,543,496,248,50,90,20,4,2,33,10,93,17,76,28,314,151,48.0891719745223, 0.53125
ilu,160,2339,1033,1387,1321,652,49.3565480696442,97,24,52,28,74,23,366,76,290,62,725,320,44.1379310344828, -1.05625
roe,92,1624,75,279,261,138,52.8735632183908,0,0,4,3,24,12,405,95,310,31,333,195,58.5585585585586, -0.25
lu,94,1507,118,527,475,217,45.6842105263158,177,45,4,3,39,12,247,52,195,76,593,337,56.8296795952783, 0.191489361702128
roe,83,2024,212,1008,825,423,51.2727272727273,238,74,12,11,42,19,232,53,179,89,802,418,52.1197007481297, -0.240963855421687
kaf,103,2090,176,810,757,403,53.2364597093791,0,0,8,4,60,34,222,61,161,94,838,408,48.6873508353222, -1.18446601941748
lu,96,1482,240,601,548,253,46.1678832116788,194,47,5,4,26,22,185,51,134,44,377,159,42.1750663129974, -0.666666666666667
roe,92,1624,75,279,261,138,52.8735632183908,0,0,4,3,24,12,405,95,310,31,333,195,58.5585585585586, -0.25
lu,94,1507,118,527,475,217,45.6842105263158,177,45,4,3,39,12,247,52,195,76,593,337,56.8296795952783, 0.191489361702128
pot,62,894,161,281,261,136,52.1072796934866,0,0,18,9,25,3,91,19,72,29,299,146,48.8294314381271, 0.032258064516129
ilu,3,30,1,2,2,1,50,0,0,0,0,0,1,4,1,3,0,10,1,10, -1
lu,96,1482,240,601,548,253,46.1678832116788,194,47,5,4,26,22,185,51,134,44,377,159,42.1750663129974, -0.666666666666667
University of Pokoj players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
lu,64,1663,137,531,486,265,54.5267489711934,0,0,2,1,26,11,331,90,241,59,589,316,53.6502546689304, 0.859375
kaf,86,2393,386,842,841,403,47.9191438763377,0,0,44,36,37,21,662,164,498,158,812,371,45.6896551724138, 1.2906976744186
pot,82,1979,372,1303,1087,642,59.0616375344986,0,0,24,19,55,55,354,90,264,104,634,253,39.9053627760252, 1.76829268292683
noe,93,1677,284,918,750,393,52.4,203,65,2,2,47,27,162,43,119,27,796,414,52.0100502512563, 1.80645161290323
fu,67,1484,456,525,439,212,48.2915717539863,156,46,7,6,32,5,180,57,123,30,497,243,48.8933601609658, 0.73134328358209
lu,64,1663,137,531,486,265,54.5267489711934,0,0,2,1,26,11,331,90,241,59,589,316,53.6502546689304, 0.859375
lu,4,40,4,18,13,9,69.2307692307692,0,0,0,0,3,0,4,1,3,7,17,9,52.9411764705882, -3.75
kaf,113,3580,678,1436,1473,710,48.2009504412763,0,0,20,16,68,123,414,109,305,207,1274,528,41.4442700156986, 4.71681415929204
ilu,128,2669,161,1068,998,531,53.2064128256513,0,0,12,6,52,43,301,84,217,148,1144,560,48.951048951049, 1.3984375
fu,67,1484,456,525,439,212,48.2915717539863,156,46,7,6,32,5,180,57,123,30,497,243,48.8933601609658, 0.73134328358209
noe,53,1115,101,362,335,180,53.7313432835821,0,0,4,2,22,9,212,53,159,47,410,217,52.9268292682927, 0.132075471698113
ilu,64,977,113,309,292,154,52.7397260273973,0,0,4,1,21,24,183,55,128,82,286,117,40.9090909090909, 0.828125
ilu,32,701,101,204,219,97,44.2922374429224,0,0,18,10,11,5,75,19,56,25,203,95,46.7980295566502, -0.625
ilu,128,2669,161,1068,998,531,53.2064128256513,0,0,12,6,52,43,301,84,217,148,1144,560,48.951048951049, 1.3984375
noe,67,1728,474,315,360,151,41.9444444444444,0,0,22,13,24,17,194,49,145,37,523,266,50.8604206500956, 0.343283582089552
University of Lumein players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
pot,117,2325,172,647,621,322,51.8518518518518,0,0,4,3,37,22,825,220,605,72,607,334,55.0247116968699, 0.794871794871795
ilu,155,5963,612,3629,3595,1726,48.0111265646732,0,0,294,177,193,175,1414,313,1101,400,1742,739,42.4225028702641, 0.2
noe,134,5397,940,1822,1871,895,47.8353821485836,2,2,60,30,149,70,743,191,552,261,2230,1072,48.0717488789238, 0.41044776119403
ilo,67,1742,137,690,648,345,53.2407407407407,0,0,0,0,38,22,202,44,158,66,708,373,52.683615819209, 0.26865671641791
app,64,1471,638,545,468,218,46.5811965811966,172,49,3,3,25,14,191,41,150,35,431,212,49.1879350348028, 1.203125
pot,117,2325,172,647,621,322,51.8518518518518,0,0,4,3,37,22,825,220,605,72,607,334,55.0247116968699, 0.794871794871795
ilu,155,5963,612,3629,3595,1726,48.0111265646732,0,0,294,177,193,175,1414,313,1101,400,1742,739,42.4225028702641, 0.2
noe,134,5397,940,1822,1871,895,47.8353821485836,2,2,60,30,149,70,743,191,552,261,2230,1072,48.0717488789238, 0.41044776119403
ilo,67,1742,137,690,648,345,53.2407407407407,0,0,0,0,38,22,202,44,158,66,708,373,52.683615819209, 0.26865671641791
app,64,1471,638,545,468,218,46.5811965811966,172,49,3,3,25,14,191,41,150,35,431,212,49.1879350348028, 1.203125
fu,32,596,60,84,112,38,33.9285714285714,0,0,22,8,15,1,137,33,104,16,174,104,59.7701149425287, -1.0625
kaf,104,702,141,293,283,139,49.1166077738516,0,0,22,15,22,4,135,42,93,31,298,159,53.3557046979866, -0.557692307692308
app,32,177,24,38,38,19,50,0,0,0,0,2,1,24,5,19,9,82,32,39.0243902439024, 0.59375
fu,93,2788,160,1402,1187,578,48.6941870261163,401,114,11,7,96,33,352,78,274,65,1298,728,56.0862865947612, 0.827956989247312
noe,60,1416,222,634,483,253,52.3809523809524,149,54,4,3,33,11,175,48,127,19,464,229,49.3534482758621, 1.26666666666667
University of Seraphia players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
noe,64,1471,155,612,643,294,45.7231726283048,0,0,36,24,74,14,542,117,425,79,430,211,49.0697674418605, -6.359375
noe,74,1630,60,1052,1063,515,48.447789275635,0,0,38,22,131,11,362,78,284,60,579,313,54.0587219343696, -7.37837837837838
ilo,122,2339,201,1120,1067,460,43.1115276476101,383,101,28,23,103,19,286,67,219,52,998,567,56.813627254509, -4.87704918032787
roe,64,1357,127,361,383,172,44.9086161879896,0,0,32,17,43,13,158,40,118,18,547,295,53.9305301645338, -7.59375
kaf,44,769,477,738,566,302,53.356890459364,190,70,5,1,26,8,128,29,99,9,256,118,46.09375, -0.75
kaf,27,542,30,120,138,57,41.304347826087,0,0,16,6,25,4,115,14,101,19,167,100,59.8802395209581, -6.03703703703704
noe,74,1630,60,1052,1063,515,48.447789275635,0,0,38,22,131,11,362,78,284,60,579,313,54.0587219343696, -7.37837837837838
ilo,122,2339,201,1120,1067,460,43.1115276476101,383,101,28,23,103,19,286,67,219,52,998,567,56.813627254509, -4.87704918032787
roe,64,1357,127,361,383,172,44.9086161879896,0,0,32,17,43,13,158,40,118,18,547,295,53.9305301645338, -7.59375
lu,64,1765,453,352,370,165,44.5945945945946,0,0,38,22,40,15,203,41,162,54,471,222,47.1337579617834, -10.0625
ilu,58,1035,63,193,250,79,31.6,0,0,70,35,33,14,222,40,182,44,332,178,53.6144578313253, -7.20689655172414
pot,70,1745,103,393,477,179,37.5262054507338,0,0,84,35,93,16,330,74,256,56,615,346,56.260162601626, -7.52857142857143
roe,140,1378,106,592,506,236,46.6403162055336,208,60,18,11,53,12,169,38,131,48,591,313,52.9610829103215, -1.99285714285714
app,79,1121,71,312,280,125,44.6428571428571,111,25,4,1,50,7,119,29,90,23,480,257,53.5416666666667, -3.48101265822785
lu,64,1765,453,352,370,165,44.5945945945946,0,0,38,22,40,15,203,41,162,54,471,222,47.1337579617834, -10.0625
University of Holykol players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
pot,64,1097,130,387,341,191,56.0117302052786,0,0,12,5,28,8,445,113,332,31,377,208,55.1724137931034, 0.984375
pot,64,1906,253,531,504,261,51.7857142857143,0,0,16,9,35,13,319,89,230,58,701,399,56.9186875891583, -1.65625
kaf,133,2823,572,972,900,471,52.3333333333333,0,0,48,30,62,30,316,101,215,137,1093,512,46.843549862763, 1.06766917293233
ilu,97,2087,468,1766,1440,883,61.3194444444445,0,0,0,0,80,23,322,81,241,126,815,388,47.6073619631902, 2.36082474226804
noe,90,2104,784,734,623,298,47.8330658105939,204,57,9,5,40,15,255,63,192,42,726,328,45.1790633608815, 0.511111111111111
pot,64,1097,130,387,341,191,56.0117302052786,0,0,12,5,28,8,445,113,332,31,377,208,55.1724137931034, 0.984375
pot,64,1906,253,531,504,261,51.7857142857143,0,0,16,9,35,13,319,89,230,58,701,399,56.9186875891583, -1.65625
pot,32,653,41,215,193,85,44.0414507772021,71,19,2,1,9,4,66,11,55,17,249,135,54.2168674698795, -0.125
pot,32,824,113,305,281,129,45.9074733096085,84,19,3,3,11,8,99,29,70,39,315,161,51.1111111111111, -0.625
pot,64,1381,215,569,449,234,52.1158129175947,143,42,1,0,30,11,155,38,117,34,478,242,50.6276150627615, 0.546875
app,64,1775,114,627,580,311,53.6206896551724,0,0,8,5,35,31,374,93,281,111,460,206,44.7826086956522, -0.390625
app,64,1152,122,273,274,135,49.2700729927007,0,0,8,3,25,11,184,42,142,66,409,200,48.8997555012225, 1.859375
roe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
app,33,446,53,207,160,86,53.75,55,18,0,0,10,2,53,13,40,14,209,108,51.6746411483254, -0.0606060606060606
pot,64,1381,215,569,449,234,52.1158129175947,143,42,1,0,30,11,155,38,117,34,478,242,50.6276150627615, 0.546875
University of Norkute players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
kaf,123,1730,64,342,350,167,47.7142857142857,0,0,18,8,42,5,493,102,391,48,369,202,54.7425474254743, -3.91056910569106
pot,92,1829,163,617,671,302,45.0074515648286,0,0,28,13,49,15,340,76,264,107,625,329,52.64, -1.65217391304348
fu,105,1401,321,1653,1415,664,46.9257950530035,481,136,60,57,71,12,284,58,226,24,563,318,56.4831261101243, -1.18095238095238
ilu,64,1441,119,568,549,229,41.712204007286,210,50,8,5,36,13,183,38,145,44,544,279,51.2867647058823, -2.625
app,92,2014,805,655,562,258,45.9074733096085,239,67,11,5,38,23,254,64,190,34,617,323,52.3500810372772, -2.39130434782609
kaf,123,1730,64,342,350,167,47.7142857142857,0,0,18,8,42,5,493,102,391,48,369,202,54.7425474254743, -3.91056910569106
ilu,114,2043,125,418,400,208,52,0,0,16,2,83,14,402,86,316,62,731,417,57.0451436388509, -2.95614035087719
ilo,100,2980,825,888,1008,405,40.1785714285714,0,0,122,78,79,23,404,89,315,124,1125,546,48.5333333333333, -3.34
fu,64,1649,101,570,520,261,50.1923076923077,78,20,1,1,67,17,197,49,148,27,679,352,51.8409425625921, -3.25
app,92,2014,805,655,562,258,45.9074733096085,239,67,11,5,38,23,254,64,190,34,617,323,52.3500810372772, -2.39130434782609
app,96,1151,84,379,338,188,55.6213017751479,0,0,6,3,28,8,256,50,206,43,288,164,56.9444444444444, 1.30208333333333
ilu,114,2043,125,418,400,208,52,0,0,16,2,83,14,402,86,316,62,731,417,57.0451436388509, -2.95614035087719
