University of Pxalit'k'a	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Bielosia	Keowynn Khouphongsy	1	70	75	7	15	5	58	17	36	27	96	67	C	18	29.23	-1	1	1	0	0
Bielosia	Mya Bokeo	2	42	46	11	18	35	15	40	55	36	27	50	D	19	32.49	-1	1	1	0	0
Bielosia	Analu Vatthana	3	65	89	84	43	29	68	87	24	34	21	74	D	21	53.97	-1	1	1	0	0
Bielosia	Keon Phommasane	4	44	37	44	18	34	12	22	12	45	16	76	F	21	31.01	-1	1	1	0	0
Bielosia	Keahi Vatthana	5	56	61	58	88	123	54	31	22	62	74	89	D	21	66.36	-1	1	1	0	0
Bielosia	Keahi Thammavong	1	16	18	14	10	13	40	49	23	43	48	88	C	19	33.44	-1	1	1	0	0
Bielosia	Konala Sayasone	2	38	35	27	26	41	38	25	34	48	50	77	C	21	36.64	-1	1	1	0	0
Bielosia	Koa Soulignavong	3	92	74	65	34	74	108	81	93	65	46	66	D+	19	72.75	-1	1	1	0	0
Bielosia	Kye Sonexarth	4	62	60	58	28	26	41	52	20	62	54	90	D+	19	45.12	-1	1	1	0	0
Bielosia	Phetdum Thammavong	5	42	40	80	68	137	38	29	28	97	29	69	D	21	69.28	-1	1	1	0	0
Bielosia	Analu Sayasone	1	43	37	51	17	35	50	35	77	21	45	71	C	19	42.87	-1	1	1	0	0
Bielosia	Kelii Keobounphanh	2	47	51	22	18	32	66	73	95	7	28	71	D+	19	49.46	-1	1	1	0	0
Bielosia	Kimo Khouphongsy	3	40	45	22	8	30	32	23	34	18	79	80	F	18	26.56	-1	1	1	0	0
Bielosia	Makan Savang	4	64	43	59	60	47	83	52	42	45	95	122	C	21	58.40	-1	1	1	0	0
Bielosia	Keon Somphousiharath	5	32	30	31	44	81	18	36	19	34	57	61	F+	18	40.16	-1	1	1	0	0
University of Levikeana Solvae	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Bielosia	Kelii Bouphavanh	1	83	88	31	28	13	90	41	82	44	59	54	D	21	51.81	-1	1	1	0	0
Bielosia	Keahi Tayvihane	2	54	59	45	14	23	44	25	72	30	46	80	C	18	41.40	-1	1	1	0	0
Bielosia	Teyvada Khamchanh	3	18	24	7	6	15	9	28	15	20	6	68	C	19	17.55	-1	1	1	0	0
Bielosia	Koa Vongsay	4	30	27	7	29	31	42	32	8	11	41	83	D+	18	25.49	-1	1	1	0	0
Bielosia	Liko Vatthana	5	29	11	26	30	38	37	20	15	21	44	62	C	19	29.20	-1	1	1	0	0
Bielosia	Keoki Phommasane	1	52	42	41	17	43	67	45	91	64	84	64	D	22	56.06	-1	1	1	0	0
Bielosia	Mya Menorath	2	102	103	27	21	34	50	74	115	46	26	72	D	19	59.20	-1	1	1	0	0
Bielosia	Phetdum Savang	3	65	69	50	10	18	92	52	34	82	73	111	D+	21	54.50	-1	1	1	0	0
Bielosia	Kalani Phothisarath	4	26	20	42	10	33	21	50	17	32	69	67	D+	19	31.13	-1	1	1	0	0
Bielosia	Leilani Phothisarath	5	31	36	29	45	69	45	18	39	28	96	62	D+	20	40.10	-1	1	1	0	0
Bielosia	Akamu Soulignavong	1	115	111	21	14	14	54	65	123	56	14	91	C	22	58.80	-1	1	1	0	0
Bielosia	Leilani Viravongs	2	58	61	52	20	26	41	37	65	29	59	83	D+	18	43.10	-1	1	1	0	0
Bielosia	Keon Douangvily	3	95	104	81	47	61	45	64	68	112	49	91	C	19	71.36	-1	1	1	0	0
Bielosia	Kelii Saengsavang	4	53	44	22	74	39	22	21	21	73	26	77	D+	20	43.50	-1	1	1	0	0
Bielosia	Koa Vongsay	5	19	17	30	53	28	15	36	6	45	55	93	F+	18	33.92	-1	1	1	0	0
University of Alieosia	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Bielosia	Oke Ketthavong	1	90	68	37	8	19	32	54	68	43	55	63	D+	20	42.50	-1	1	1	0	0
Bielosia	Leilani Sayasone	2	41	44	29	20	28	31	42	35	45	31	75	D	20	36.78	-1	1	1	0	0
Bielosia	Xaisomboun Souksanh	3	39	57	71	35	16	49	16	21	31	69	79	D	21	36.86	-1	1	1	0	0
Bielosia	Kawaii Vongphakdy	4	62	59	70	35	32	29	25	11	48	87	72	D	20	40.23	-1	1	1	0	0
Bielosia	Kale Khouphongsy	5	57	43	62	45	65	77	46	25	67	51	58	D	20	55.96	-1	1	1	0	0
Bielosia	Kawaii Thepsenavong	1	78	79	11	5	25	59	61	114	77	55	65	C	19	58.21	-1	1	1	0	0
Bielosia	Koa Thiamphasone	2	92	91	41	28	22	16	38	72	47	90	59	F+	19	41.81	-1	1	1	0	0
Bielosia	Malo Keobunta	3	80	70	58	89	39	37	67	37	42	96	53	D	18	51.50	-1	1	1	0	0
Bielosia	Koa Phommathep	4	40	52	76	45	47	55	64	17	78	37	69	C	20	57.30	-1	1	1	0	0
Bielosia	Paxathipatai Sayasone	5	24	27	41	43	75	68	67	25	31	75	89	B	18	53.62	-1	1	1	0	0
Bielosia	Xaisomboun Siyavong	1	29	7	28	7	12	63	41	19	23	87	87	C	18	32.96	-1	1	1	0	0
Bielosia	Kelii Khotpanya	2	114	106	24	37	57	71	67	59	69	96	60	C	20	57.87	-1	1	1	0	0
Bielosia	Lilo Vongsay	3	48	42	64	39	9	47	48	13	39	91	65	D	18	39.22	-1	1	1	0	0
Bielosia	Aulii Vongsay	4	136	118	102	69	66	36	33	41	105	21	78	C+	19	69.55	-1	1	1	0	0
Bielosia	Koa Louangrath	5	22	21	43	76	42	44	45	35	35	40	54	D	18	45.24	-1	1	1	0	0
University of Byisotia	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Bielosia	Kaili Inthisane	1	40	37	8	12	13	30	41	33	28	36	77	D	19	28.74	-1	1	1	0	0
Bielosia	Maik Phothisarath	2	113	122	55	14	31	59	83	122	43	47	84	D+	19	66.35	-1	1	1	0	0
Bielosia	Kawaii Siyavong	3	37	30	19	9	15	44	35	18	36	62	51	D	20	27.50	-1	1	1	0	0
Bielosia	Lani Bouvanaat	4	33	28	60	55	28	9	36	24	62	90	68	D+	18	42.98	-1	1	1	0	0
Bielosia	Moke Phothisarath	5	9	15	48	30	17	29	32	23	32	58	102	F+	18	33.00	-1	1	1	0	0
Bielosia	Konala Somphousiharath	1	107	109	7	12	17	32	40	92	41	14	51	D	19	40.17	-1	1	1	0	0
Bielosia	Keahi Inthisane	2	163	126	42	37	52	83	28	105	122	67	100	C	19	75.61	-1	1	1	0	0
Bielosia	Paxathipatai Thammasith	3	79	88	65	56	37	95	40	60	56	101	91	D+	20	59.95	-1	1	1	0	0
Bielosia	Sathanalat Vongsay	4	28	20	112	42	59	37	32	21	67	69	97	C	21	57.78	-1	1	1	0	0
Bielosia	Kai Vatthana	5	39	31	21	82	77	9	25	47	52	15	90	D	21	45.91	-1	1	1	0	0
Bielosia	Koa Phaophanit	1	39	57	14	11	17	70	35	54	70	98	102	D+	19	47.28	-1	1	1	0	0
Bielosia	Malo Soulignavong	2	77	72	53	33	44	26	74	104	48	19	79	C	18	58.62	-1	1	1	0	0
Bielosia	Bane Vongsay	3	67	71	83	40	60	54	19	58	63	59	65	C+	18	54.19	-1	1	1	0	0
Bielosia	Keon Siyavong	4	50	26	73	82	78	76	52	24	120	66	71	D+	20	75.06	-1	1	1	0	0
Bielosia	Havika Khotpanya	5	61	27	34	68	143	79	39	42	40	15	66	D+	19	66.20	-1	1	1	0	0
University of Hkamnsi	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Lyintaria	Keon Somphousiharath	1	26	37	19	9	27	27	41	42	54	71	95	C	19	37.18	-1	1	1	0	0
Lyintaria	Aulii Khamchanh	2	71	83	31	20	18	47	35	49	57	41	72	C	21	42.67	-1	1	1	0	0
Lyintaria	Kimo Saengsavang	3	39	25	25	23	33	47	35	14	45	77	58	C+	20	33.83	-1	1	1	0	0
Lyintaria	Mya Cheruene	4	15	11	54	36	18	14	10	17	56	23	85	D+	21	34.58	-1	1	1	0	0
Lyintaria	Bane Saysamongdy	5	8	14	7	15	30	12	8	24	8	63	65	D	21	17.11	-1	1	1	0	0
Lyintaria	Koa Thiamphasone	1	42	32	33	14	31	31	46	62	12	62	91	D+	19	36.29	-1	1	1	0	0
Lyintaria	Lae Saenthavisouk	2	78	87	33	33	33	56	60	67	46	41	100	C	20	52.73	-1	1	1	0	0
Lyintaria	Keanu Vongphakdy	3	64	70	25	28	21	45	42	32	59	40	76	D	21	39.66	-1	1	1	0	0
Lyintaria	Malo Thepsenavong	4	35	29	54	34	58	46	37	20	65	62	93	D	19	48.48	-1	1	1	0	0
Lyintaria	Koa Saenthavisouk	5	23	17	23	6	33	8	10	14	5	62	79	F+	18	18.15	-1	1	1	0	0
Lyintaria	Kimo Souksanh	1	106	124	23	21	23	97	10	94	63	81	73	C+	18	54.17	-1	1	1	0	0
Lyintaria	Analu Keothavong	2	47	49	31	9	8	33	33	48	50	92	60	D	18	36.17	-1	1	1	0	0
Lyintaria	Kelii Khouphongsy	3	58	54	54	39	32	93	64	46	90	86	110	C	20	64.08	-1	1	1	0	0
Lyintaria	Liko Ketthavong	4	58	67	40	57	28	46	62	13	80	87	72	C	20	50.35	-1	1	1	0	0
Lyintaria	Paxathipatai Siyavong	5	21	18	30	36	68	18	17	27	19	61	93	C	21	34.55	-1	1	1	0	0
University of Vrelinku	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Lyintaria	Keahi Vongsay	1	94	89	37	7	26	42	35	85	77	5	101	C+	20	52.35	-1	1	1	0	0
Lyintaria	Malo Vongsay	2	105	99	33	14	26	31	60	55	69	54	67	D+	19	47.64	-1	1	1	0	0
Lyintaria	Koa Saengsavang	3	15	9	76	11	35	34	23	16	19	54	51	F	21	31.05	-1	1	1	0	0
Lyintaria	Analu Inthisane	4	42	47	24	35	28	36	56	5	79	58	47	C	18	40.13	-1	1	1	0	0
Lyintaria	Koa Vongsay	5	29	27	24	59	18	10	29	13	12	64	92	D	19	27.40	-1	1	1	0	0
Lyintaria	Ikaika Phomsouvanh	1	111	97	27	13	42	57	64	96	59	34	103	D+	21	58.50	-1	1	1	0	0
Lyintaria	Havika Souksanh	2	53	49	42	6	34	43	66	66	55	29	90	D+	20	51.36	-1	1	1	0	0
Lyintaria	Havika Siphandon	3	57	76	64	44	51	97	88	12	49	17	87	C+	18	59.73	-1	1	1	0	0
Lyintaria	Keowynn Saenthavisouk	4	31	37	73	78	42	42	15	40	96	60	69	C	20	58.71	-1	1	1	0	0
Lyintaria	Phetdum Khotpanya	5	38	42	60	34	73	12	54	33	21	99	68	C+	20	43.10	-1	1	1	0	0
Lyintaria	Lae Bouvanaat	1	71	64	64	19	52	40	43	107	78	54	78	C	20	60.92	-1	1	1	0	0
Lyintaria	Kelii Siphandon	2	78	74	43	18	6	63	59	56	56	92	99	D+	19	51.84	-1	1	1	0	0
Lyintaria	Aulii Phoutthasinh	3	31	37	82	6	33	53	56	13	26	78	73	D+	18	40.46	-1	1	1	0	0
Lyintaria	Oke Sengtavisouk	4	14	16	42	39	38	14	15	13	19	23	70	C	18	28.91	-1	1	1	0	0
Lyintaria	Kye Savang	5	23	15	38	44	64	16	67	18	57	59	56	C	18	44.54	-1	1	1	0	0
University of Lveinta	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Lyintaria	Kimo Khouphongsy	1	68	65	20	22	38	74	45	79	60	63	81	D+	20	53.49	-1	1	1	0	0
Lyintaria	Phetdum Khouphongsy	2	137	148	53	25	49	68	73	141	60	33	77	C	19	74.09	-1	1	1	0	0
Lyintaria	Keahi Ketthavong	3	12	9	17	12	28	5	12	30	43	13	61	F+	21	23.52	-1	1	1	0	0
Lyintaria	Akamu Bouphavanh	4	38	38	68	80	26	58	50	16	55	12	65	C+	19	53.33	-1	1	1	0	0
Lyintaria	Maik Rattanavongsa	5	25	9	41	47	62	28	32	27	69	62	73	C	19	44.59	-1	1	1	0	0
Lyintaria	Havika Phanivong	1	87	84	41	34	22	46	25	83	37	7	69	C	18	44.39	-1	1	1	0	0
Lyintaria	Phetdum Vongphakdy	2	73	68	21	10	10	49	51	38	46	90	61	C+	18	38.49	-1	1	1	0	0
Lyintaria	Moke Saengsavang	3	29	28	40	13	57	39	41	49	51	30	73	C	18	42.76	-1	1	1	0	0
Lyintaria	Kawaii Sayasone	4	53	49	42	59	10	23	22	5	48	67	83	C+	18	35.89	-1	1	1	0	0
Lyintaria	Phetdum Savang	5	45	47	63	60	60	54	31	39	70	38	64	C	21	53.24	-1	1	1	0	0
Lyintaria	Konala Vongsay	1	52	43	12	14	26	54	80	54	30	57	53	D+	18	42.49	-1	1	1	0	0
Lyintaria	Oke Bokeo	2	20	22	8	22	25	30	37	30	23	26	63	C	18	27.46	-1	1	1	0	0
Lyintaria	Keoki Cheruene	3	19	23	27	30	13	81	74	19	51	13	77	C	20	44.83	-1	1	1	0	0
Lyintaria	Koa Bokeo	4	23	19	14	17	24	19	24	7	20	28	85	D	18	21.68	-1	1	1	0	0
Lyintaria	Kimo Khamchanh	5	35	37	65	50	87	58	55	40	95	48	92	D+	21	64.98	-1	1	1	0	0
University of Nomvas	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Pyxanovia	Analu Louangrath	1	82	79	11	6	20	19	25	68	24	32	79	D+	19	30.38	-1	1	1	0	0
Pyxanovia	Palani Sayasone	2	77	90	16	42	37	26	47	58	52	88	98	D	19	44.33	-1	1	1	0	0
Pyxanovia	Akamu Khamchanh	3	17	24	12	9	13	18	28	7	22	72	79	F+	19	19.60	-1	1	1	0	0
Pyxanovia	Moke Vatthana	4	25	24	42	32	28	30	28	20	18	36	53	C	18	29.53	-1	1	1	0	0
Pyxanovia	Teyvada Phaophanit	5	15	23	16	37	46	15	23	14	24	26	93	F	20	29.30	-1	1	1	0	0
Pyxanovia	Kimo Viravongs	1	107	125	13	17	32	43	66	94	35	11	73	D+	19	48.70	-1	1	1	0	0
Pyxanovia	Malo Inthisane	2	61	50	30	18	24	55	83	36	43	60	66	C	20	46.19	-1	1	1	0	0
Pyxanovia	Kawaii Louangrath	3	24	27	30	11	20	71	25	14	27	21	76	F+	19	31.21	-1	1	1	0	0
Pyxanovia	Phetdum Vongsay	4	25	35	58	23	39	53	27	26	53	60	97	D	20	43.41	-1	1	1	0	0
Pyxanovia	Paxathipatai Savang	5	49	41	38	62	32	35	35	26	26	70	67	D	18	37.78	-1	1	1	0	0
Pyxanovia	Kye Thepsenavong	1	118	108	19	17	43	36	81	80	39	24	76	C	18	49.94	-1	1	1	0	0
Pyxanovia	Koa Sonexarth	2	128	126	33	19	25	60	76	96	77	63	51	C	21	62.64	-1	1	1	0	0
Pyxanovia	Keon Thonemany	3	73	76	70	36	30	77	63	32	80	9	75	D	19	58.38	-1	1	1	0	0
Pyxanovia	Mya Thammavong	4	74	87	60	30	20	62	28	37	93	70	83	D+	20	51.09	-1	1	1	0	0
Pyxanovia	Aulii Thammasith	5	10	16	21	30	88	72	43	34	31	30	80	D+	19	48.45	-1	1	1	0	0
University of Pyzus	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Pyxanovia	Maik Soulignavong	1	15	6	9	5	13	17	23	10	19	80	64	F	19	17.20	-1	1	1	0	0
Pyxanovia	Kelii Siphandon	2	31	35	33	26	19	36	49	60	43	15	60	D	19	41.78	-1	1	1	0	0
Pyxanovia	Bane Thiamphasone	3	42	48	47	15	40	43	52	11	27	15	73	D+	20	35.82	-1	1	1	0	0
Pyxanovia	Paxathipatai Bouphavanh	4	50	63	65	50	23	21	49	23	70	19	48	C	18	45.83	-1	1	1	0	0
Pyxanovia	Ikaika Sengtavisouk	5	20	19	19	29	34	11	16	28	42	52	80	D+	20	27.21	-1	1	1	0	0
Pyxanovia	Palani Keobunta	1	12	14	24	7	13	38	14	30	14	7	54	D+	20	22.54	-1	1	1	0	0
Pyxanovia	Lae Thiamphasone	2	95	89	62	25	24	41	11	67	31	25	67	D	18	40.81	-1	1	1	0	0
Pyxanovia	Koa Savang	3	23	33	71	38	34	44	42	43	46	84	60	D+	21	45.70	-1	1	1	0	0
Pyxanovia	Phetdum Sayasone	4	59	64	61	68	23	64	51	20	45	63	84	F+	19	50.87	-1	1	1	0	0
Pyxanovia	Xaisomboun Phommasane	5	18	19	16	31	54	24	44	9	15	98	65	D+	19	31.22	-1	1	1	0	0
Pyxanovia	Kelii Phommasane	1	44	49	40	19	14	32	16	71	40	65	102	D	22	38.91	-1	1	1	0	0
Pyxanovia	Keowynn Vongsamphanh	2	56	47	29	27	50	42	36	59	91	35	64	C	20	51.25	-1	1	1	0	0
Pyxanovia	Oke Bokeo	3	90	117	41	30	58	72	65	32	62	70	79	C	21	54.17	-1	1	1	0	0
Pyxanovia	Meka Phomsouvanh	4	55	61	76	41	51	39	39	5	116	21	64	C	21	57.62	-1	1	1	0	0
Pyxanovia	Meka Vatthana	5	22	19	24	37	45	23	19	10	45	31	82	D+	21	32.22	-1	1	1	0	0
University of Eastern Alveske	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Pyxanovia	Konala Ketthavong	1	88	97	34	23	44	72	63	134	74	60	71	C+	22	68.95	-1	1	1	0	0
Pyxanovia	Oke Cheruene	2	27	21	33	24	22	32	56	29	36	78	53	F+	19	35.39	-1	1	1	0	0
Pyxanovia	Liko Sengtavisouk	3	24	29	17	12	10	24	18	25	15	83	56	C	18	19.29	-1	1	1	0	0
Pyxanovia	Mya Phanivong	4	35	25	55	54	20	18	54	39	72	94	81	C	21	47.80	-1	1	1	0	0
Pyxanovia	Keowynn Thepsenavong	5	14	19	26	14	54	33	42	8	17	58	66	D	21	31.51	-1	1	1	0	0
Pyxanovia	Konala Saenthavisouk	1	26	28	7	9	23	10	26	23	29	30	52	F	18	20.67	-1	1	1	0	0
Pyxanovia	Makan Sayasone	2	64	69	42	27	16	34	37	80	70	18	80	D+	21	50.34	-1	1	1	0	0
Pyxanovia	Moke Inthisane	3	28	26	43	20	50	9	41	15	21	18	83	D	20	30.59	-1	1	1	0	0
Pyxanovia	Kalei Vongsamphanh	4	63	66	64	20	43	18	17	37	70	36	51	D	18	40.66	-1	1	1	0	0
Pyxanovia	Analu Cheruene	5	29	26	33	63	50	16	10	8	45	64	89	C	20	35.75	-1	1	1	0	0
Pyxanovia	Leilani Phommasane	1	15	26	15	10	19	21	24	31	7	31	85	C	18	21.90	-1	1	1	0	0
Pyxanovia	Paxathipatai Saysamongdy	2	19	17	20	9	22	9	17	25	7	93	61	F	18	17.65	-1	1	1	0	0
Pyxanovia	Sathanalat Vongsay	3	24	23	40	10	21	18	47	27	77	15	49	D	19	37.20	-1	1	1	0	0
Pyxanovia	Kye Thepsenavong	4	35	34	44	27	11	34	17	34	47	9	61	F+	18	32.67	-1	1	1	0	0
Pyxanovia	Keon Sayasone	5	37	32	57	37	54	14	34	27	38	78	101	D	21	40.59	-1	1	1	0	0
University of Quiita-Kyudosia	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Holy_Yektonisa	Keon Thammavong	1	24	21	8	13	11	28	18	25	12	46	64	F	19	19.74	-1	1	1	0	0
Holy_Yektonisa	Kelii Sayasone	2	36	36	38	19	40	48	19	30	46	73	73	C+	19	36.79	-1	1	1	0	0
Holy_Yektonisa	Palani Bouvanaat	3	63	79	75	24	37	43	40	21	31	80	103	D	21	42.55	-1	1	1	0	0
Holy_Yektonisa	Phonesavanh Sonexarth	4	46	42	68	46	17	33	41	14	76	54	96	D	21	48.15	-1	1	1	0	0
Holy_Yektonisa	Makan Savang	5	22	27	51	47	87	20	39	35	26	25	90	C+	20	46.67	-1	1	1	0	0
Holy_Yektonisa	Bane Phomsouvanh	1	73	79	10	22	20	31	24	108	49	64	52	D	19	42.34	-1	1	1	0	0
Holy_Yektonisa	Lae Inthisane	2	112	115	39	32	35	58	59	86	52	20	104	C	20	58.58	-1	1	1	0	0
Holy_Yektonisa	Analu Saysamongdy	3	80	82	45	35	23	63	79	52	49	88	72	D	19	51.05	-1	1	1	0	0
Holy_Yektonisa	Kalei Phomsouvanh	4	78	83	66	52	40	16	35	33	100	40	89	D+	19	54.48	-1	1	1	0	0
Holy_Yektonisa	Maik Thepsenavong	5	63	48	90	31	92	116	59	44	52	91	58	D+	19	69.52	-1	1	1	0	0
Holy_Yektonisa	Kye Savang	1	95	95	32	5	23	36	36	85	86	60	93	D+	19	51.83	-1	1	1	0	0
Holy_Yektonisa	Ikaika Vongsay	2	37	29	5	11	18	13	25	25	14	75	54	F+	18	18.69	-1	1	1	0	0
Holy_Yektonisa	Malo Phothisarath	3	57	71	74	35	48	93	86	52	57	62	97	C	20	65.28	-1	1	1	0	0
Holy_Yektonisa	Mya Siyavong	4	7	14	30	18	46	24	34	17	57	49	75	C	18	35.03	-1	1	1	0	0
Holy_Yektonisa	Paxathipatai Saenthavisouk	5	64	72	89	49	103	98	44	40	54	30	89	B	20	70.65	-1	1	1	0	0
University of Svitharia	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Nathaniel Fine	1	9	7	16	7	17	20	7	25	24	67	75	D	19	20.12	-1	1	1	0	0
Other	Travis Byrne	2	9	15	10	9	14	6	18	12	19	7	88	D	20	16.99	-1	1	1	0	0
Other	Daniel Ebron	3	27	32	9	13	23	28	30	11	13	16	53	F+	19	19.87	-1	1	1	0	0
Other	Yoade Keaton	4	59	65	90	54	27	51	23	22	39	88	55	C	20	46.47	-1	1	1	0	0
Other	Zac Erickson	5	15	13	25	43	49	12	14	24	41	53	59	F+	19	30.62	-1	1	1	0	0
Other	Steve Starks	1	51	40	23	17	6	37	20	60	51	24	69	C	19	36.17	-1	1	1	0	0
Other	Daniel Traenfeglia	2	29	21	29	10	25	19	35	5	49	89	62	D+	18	27.72	-1	1	1	0	0
Other	Daniel Wells	3	24	20	37	7	21	48	48	26	15	11	101	C+	18	32.36	-1	1	1	0	0
Other	Johan Lolant	4	53	53	46	53	13	74	61	20	56	74	53	D+	21	47.28	-1	1	1	0	0
Other	Doran Lolant	5	52	31	48	29	50	32	62	23	32	67	91	C	20	43.02	-1	1	1	0	0
Other	Juri Boyle	1	62	62	16	11	13	31	27	109	25	102	69	C+	19	38.72	-1	1	1	0	0
Other	Matthew Fine	2	16	31	14	10	14	37	16	31	18	21	51	C+	18	23.24	-1	1	1	0	0
Other	Yoade Jordanov	3	80	76	64	29	39	48	72	46	31	93	104	D+	21	49.64	-1	1	1	0	0
Other	Alex Byrne	4	14	7	18	11	18	18	15	8	11	40	70	D	18	17.09	-1	1	1	0	0
Other	Xavier Lolant	5	39	37	42	61	53	40	27	19	55	94	61	D	19	43.53	-1	1	1	0	0
University of Soniara	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Doran Boyle	1	58	55	27	14	27	37	37	67	48	43	97	D+	19	42.65	-1	1	1	0	0
Other	Stephen Jordanov	2	58	48	37	9	14	25	20	81	49	31	81	D	20	40.67	-1	1	1	0	0
Other	Dimitri Atlier	3	43	62	57	26	11	28	28	63	53	103	97	D+	21	41.88	-1	1	1	0	0
Other	Daniel Grabochov	4	81	85	49	46	26	76	42	18	53	76	75	D+	21	47.26	-1	1	1	0	0
Other	Quinten Lolant	5	31	26	51	37	49	27	20	13	14	60	56	C	21	32.64	-1	1	1	0	0
Other	Max Keaton	1	90	93	41	9	44	53	53	124	66	90	77	D+	19	61.42	-1	1	1	0	0
Other	Doran McSteve	2	109	115	45	5	27	41	66	99	54	18	73	D	20	56.22	-1	1	1	0	0
Other	Steve Erickson	3	76	78	38	13	6	26	21	27	26	13	91	F+	18	27.25	-1	1	1	0	0
Other	Yoade Hoover	4	68	76	75	88	33	71	35	14	54	33	75	D+	21	57.02	-1	1	1	0	0
Other	Brian Atlier	5	20	18	60	12	47	17	58	28	27	57	49	F+	21	36.12	-1	1	1	0	0
Other	Max Jordanov	1	107	91	30	22	16	57	117	157	45	42	64	C	19	70.82	-1	1	1	0	0
Other	Johan McSteve	2	48	44	22	12	8	35	29	36	17	49	94	D	18	28.97	-1	1	1	0	0
Other	Alex McBob	3	12	7	8	17	6	8	20	9	6	74	90	D	18	14.60	-1	1	1	0	0
Other	Asher Atlier	4	78	60	76	70	52	47	54	16	85	69	103	C	21	63.02	-1	1	1	0	0
Other	Alex Perch	5	64	49	15	64	61	65	26	29	34	68	72	D	18	44.41	-1	1	1	0	0
University of Kholka	Player	Position	Layup	Dunk	Jumpshot	3PT	Pass	ShotContest	DefenseIQ	Jumping	Seperation	Durability	Stamina	Development	Age	Overall	Player ID	Years Remaining	Money	Position Rank	League Rank
Other	Matthew Starks	1	65	67	31	17	15	43	23	95	40	75	75	D+	20	43.13	-1	1	1	0	0
Other	Travis Keaton	2	36	30	16	13	14	12	32	51	27	79	61	D+	19	27.85	-1	1	1	0	0
Other	Asher Starks	3	101	98	34	40	24	59	51	54	37	58	82	D	18	44.90	-1	1	1	0	0
Other	Brian Ebron	4	20	29	26	30	19	21	14	27	55	6	99	D+	20	32.27	-1	1	1	0	0
Other	Daniel Lolant	5	40	31	16	37	23	19	11	27	23	60	69	F+	21	23.96	-1	1	1	0	0
Other	Dimitri Boyle	1	114	108	34	8	32	42	50	53	49	72	88	D	19	44.46	-1	1	1	0	0
Other	Juri McSteve	2	47	47	8	5	29	28	22	31	43	18	86	C	19	29.34	-1	1	1	0	0
Other	Xavier Hoover	3	100	96	41	18	32	103	79	81	95	107	79	D+	19	67.01	-1	1	1	0	0
Other	Pat Grabochov	4	70	78	56	51	25	19	18	10	69	15	83	D+	19	41.95	-1	1	1	0	0
Other	Johan Keaton	5	35	54	70	72	61	55	78	36	50	23	70	C	21	60.88	-1	1	1	0	0
Other	Pat Ebron	1	48	34	38	15	22	58	44	87	85	91	75	C	21	56.28	-1	1	1	0	0
Other	Shadd Atlier	2	28	31	20	12	23	19	36	37	42	81	76	D+	18	31.67	-1	1	1	0	0
Other	Juri Vuchko	3	56	47	39	26	46	38	13	56	18	59	57	C+	18	33.40	-1	1	1	0	0
